Ticker,Name,Market Cap,Date
UMBF,UMB Financial Corp,5199049012,2024-10-29
NOVT,Novanta Inc. Common Stock,6362925665,2024-10-29
ACIW,"ACI Worldwide, Inc.",5221350552,2024-10-29
GRFS,"Grifois, S.A.",5568556688,2024-10-29
VRNS,"Varonis Systems, Inc.",6593917887,2024-10-29
TGTX,"TG Therapeutics, Inc.",3980502852,2024-10-29
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3369934904,2024-10-29
KRYS,"Krystal Biotech, Inc. Common Stock",5062648139,2024-10-29
RGLD,Royal Gold Inc,9933443342,2024-10-30
DOX,Amdocs Limited,10130350000,2024-10-30
HAS,"Hasbro, Inc.",9291484815,2024-10-30
FYBR,"Frontier Communications Parent, Inc. Common Stock",8946871776,2024-10-30
DBX,"Dropbox, Inc. Class A",8290731265,2024-10-30
LNW,"Light & Wonder, Inc. Common Stock",8362253117,2024-10-30
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1897817070,2024-10-30
SPSC,"SPS Commerce, Inc.",6348250948,2024-10-30
CWST,Casella Waste Systems Inc,6412558177,2024-10-30
CELH,"Celsius Holdings, Inc. Common Stock",7152845994,2024-10-30
CSWI,"CSW Industrials, Inc",5987041066,2024-10-30
SAIC,Science Applications International Corporation Common Stock,7246276672,2024-10-30
UMBF,UMB Financial Corp,5423373266,2024-10-30
NOVT,Novanta Inc. Common Stock,6234748007,2024-10-30
ACIW,"ACI Worldwide, Inc.",5222397124,2024-10-30
GRFS,"Grifois, S.A.",5955639287,2024-10-30
VRNS,"Varonis Systems, Inc.",5887186300,2024-10-30
TGTX,"TG Therapeutics, Inc.",3890705433,2024-10-30
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3149677721,2024-10-30
KRYS,"Krystal Biotech, Inc. Common Stock",5042968124,2024-10-30
RGLD,Royal Gold Inc,9602109427,2024-10-31
DOX,Amdocs Limited,10090675000,2024-10-31
HAS,"Hasbro, Inc.",9149289548,2024-10-31
FYBR,"Frontier Communications Parent, Inc. Common Stock",8897070096,2024-10-31
DBX,"Dropbox, Inc. Class A",8189354345,2024-10-31
LNW,"Light & Wonder, Inc. Common Stock",8320552756,2024-10-31
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,1883601212,2024-10-31
SPSC,"SPS Commerce, Inc.",6198730065,2024-10-31
CWST,Casella Waste Systems Inc,6196674838,2024-10-31
CELH,"Celsius Holdings, Inc. Common Stock",7010674732,2024-10-31
CSWI,"CSW Industrials, Inc",5870821740,2024-10-31
SAIC,Science Applications International Corporation Common Stock,7145255662,2024-10-31
UMBF,UMB Financial Corp,5354653150,2024-10-31
NOVT,Novanta Inc. Common Stock,6112315005,2024-10-31
ACIW,"ACI Worldwide, Inc.",5149137044,2024-10-31
GRFS,"Grifois, S.A.",5901311905,2024-10-31
VRNS,"Varonis Systems, Inc.",5650487308,2024-10-31
TGTX,"TG Therapeutics, Inc.",3879867813,2024-10-31
BWIN,"The Baldwin Insurance Group, Inc. Class A Common Stock",3087605242,2024-10-31
KRYS,"Krystal Biotech, Inc. Common Stock",4956778274,2024-10-31
IDCC,"InterDigital, Inc.",3585012132,2024-10-01
FORTY,Formula Systems 1985 Ltd,1234586347,2024-10-01
SITM,SiTime Corporation Common Stock,3892007793,2024-10-01
NSIT,Insight Enterprises Inc,6881885491,2024-10-01
LOPE,"Grand Canyon Education, Inc",4240693273,2024-10-01
AEIS,Advanced Energy Industries Inc,3878010856,2024-10-01
CRSP,CRISPR Therapeutics AG,3881964642,2024-10-01
ICUI,ICU Medical Inc,4375544480,2024-10-01
SMTC,Semtech Corp,3165566551,2024-10-01
MGEE,MGE Energy Inc,3322031795,2024-10-01
NYAX,Nayax Ltd. Ordinary Shares,938451087.9,2024-10-01
CARG,"CarGurus, Inc. Class A Common Stock",3064887292,2024-10-01
WDFC,Wd-40 Co,,2024-10-01
PTEN,Patterson-UTI Energy Inc,3112954456,2024-10-01
AVPT,"AvePoint, Inc. Class A Common Stock",2154802657,2024-10-01
IRDM,Iridium Communications Inc.,3672230113,2024-10-01
PENN,"PENN Entertainment, Inc. Common Stock",2818442653,2024-10-01
INDB,Independent Bank Corp/MA,2432013732,2024-10-01
SFNC,Simmons First National Corp,2664190395,2024-10-01
PLTK,Playtika Holding Corp. Common Stock,2867952107,2024-10-01
IDCC,"InterDigital, Inc.",3639543720,2024-10-02
FORTY,Formula Systems 1985 Ltd,1186595099,2024-10-02
SITM,SiTime Corporation Common Stock,3923699030,2024-10-02
NSIT,Insight Enterprises Inc,6941518289,2024-10-02
LOPE,"Grand Canyon Education, Inc",4189245872,2024-10-02
AEIS,Advanced Energy Industries Inc,3831673637,2024-10-02
CRSP,CRISPR Therapeutics AG,3893036502,2024-10-02
ICUI,ICU Medical Inc,4405831826,2024-10-02
SMTC,Semtech Corp,3088834663,2024-10-02
MGEE,MGE Energy Inc,3300688021,2024-10-02
NYAX,Nayax Ltd. Ordinary Shares,920320270.9,2024-10-02
CARG,"CarGurus, Inc. Class A Common Stock",3027674495,2024-10-02
WDFC,Wd-40 Co,,2024-10-02
PTEN,Patterson-UTI Energy Inc,3148328938,2024-10-02
AVPT,"AvePoint, Inc. Class A Common Stock",2164138891,2024-10-02
IRDM,Iridium Communications Inc.,3706561085,2024-10-02
PENN,"PENN Entertainment, Inc. Common Stock",2800131168,2024-10-02
INDB,Independent Bank Corp/MA,2422246608,2024-10-02
SFNC,Simmons First National Corp,2636569194,2024-10-02
PLTK,Playtika Holding Corp. Common Stock,2908869712,2024-10-02
IDCC,"InterDigital, Inc.",3614916551,2024-10-03
FORTY,Formula Systems 1985 Ltd,1189201653,2024-10-03
SITM,SiTime Corporation Common Stock,4091870778,2024-10-03
NSIT,Insight Enterprises Inc,6978014864,2024-10-03
LOPE,"Grand Canyon Education, Inc",4098246423,2024-10-03
AEIS,Advanced Energy Industries Inc,3878010856,2024-10-03
CRSP,CRISPR Therapeutics AG,3824050294,2024-10-03
ICUI,ICU Medical Inc,4321320361,2024-10-03
SMTC,Semtech Corp,3052725538,2024-10-03
MGEE,MGE Energy Inc,3294176361,2024-10-03
NYAX,Nayax Ltd. Ordinary Shares,899288523.2,2024-10-03
CARG,"CarGurus, Inc. Class A Common Stock",3002865964,2024-10-03
WDFC,Wd-40 Co,,2024-10-03
PTEN,Patterson-UTI Energy Inc,3258382883,2024-10-03
AVPT,"AvePoint, Inc. Class A Common Stock",2164138891,2024-10-03
IRDM,Iridium Communications Inc.,3742075883,2024-10-03
PENN,"PENN Entertainment, Inc. Common Stock",2810812868,2024-10-03
INDB,Independent Bank Corp/MA,2429465786,2024-10-03
SFNC,Simmons First National Corp,2655401831,2024-10-03
PLTK,Playtika Holding Corp. Common Stock,2849353196,2024-10-03
IDCC,"InterDigital, Inc.",3603105562,2024-10-04
FORTY,Formula Systems 1985 Ltd,1189201653,2024-10-04
SITM,SiTime Corporation Common Stock,4149701503,2024-10-04
NSIT,Insight Enterprises Inc,7158542567,2024-10-04
LOPE,"Grand Canyon Education, Inc",4140474926,2024-10-04
AEIS,Advanced Energy Industries Inc,3975582724,2024-10-04
CRSP,CRISPR Therapeutics AG,3864079328,2024-10-04
ICUI,ICU Medical Inc,4377009997,2024-10-04
SMTC,Semtech Corp,3135475615,2024-10-04
MGEE,MGE Energy Inc,3290197014,2024-10-04
NYAX,Nayax Ltd. Ordinary Shares,919812608,2024-10-04
CARG,"CarGurus, Inc. Class A Common Stock",3027674495,2024-10-04
WDFC,Wd-40 Co,,2024-10-04
PTEN,Patterson-UTI Energy Inc,3333062346,2024-10-04
AVPT,"AvePoint, Inc. Class A Common Stock",2220156291,2024-10-04
IRDM,Iridium Communications Inc.,3545560667,2024-10-04
PENN,"PENN Entertainment, Inc. Common Stock",2893214548,2024-10-04
INDB,Independent Bank Corp/MA,2461739759,2024-10-04
SFNC,Simmons First National Corp,2700600160,2024-10-04
PLTK,Playtika Holding Corp. Common Stock,2886551018,2024-10-04
IDCC,"InterDigital, Inc.",3598330907,2024-10-07
FORTY,Formula Systems 1985 Ltd,1203001053,2024-10-07
SITM,SiTime Corporation Common Stock,4156409867,2024-10-07
NSIT,Insight Enterprises Inc,7167014986,2024-10-07
LOPE,"Grand Canyon Education, Inc",4060181294,2024-10-07
AEIS,Advanced Energy Industries Inc,3959383534,2024-10-07
CRSP,CRISPR Therapeutics AG,3874299507,2024-10-07
ICUI,ICU Medical Inc,4328159439,2024-10-07
SMTC,Semtech Corp,3261857549,2024-10-07
MGEE,MGE Energy Inc,3231953834,2024-10-07
NYAX,Nayax Ltd. Ordinary Shares,924852975.2,2024-10-07
CARG,"CarGurus, Inc. Class A Common Stock",3018371296,2024-10-07
WDFC,Wd-40 Co,,2024-10-07
PTEN,Patterson-UTI Energy Inc,3364506331,2024-10-07
AVPT,"AvePoint, Inc. Class A Common Stock",2186545851,2024-10-07
IRDM,Iridium Communications Inc.,3493472297,2024-10-07
PENN,"PENN Entertainment, Inc. Common Stock",2833702223,2024-10-07
INDB,Independent Bank Corp/MA,2440082225,2024-10-07
SFNC,Simmons First National Corp,2686789560,2024-10-07
PLTK,Playtika Holding Corp. Common Stock,2834474067,2024-10-07
IDCC,"InterDigital, Inc.",3671458520,2024-10-08
FORTY,Formula Systems 1985 Ltd,1203001053,2024-10-08
SITM,SiTime Corporation Common Stock,4195272114,2024-10-08
NSIT,Insight Enterprises Inc,7225344334,2024-10-08
LOPE,"Grand Canyon Education, Inc",4036687973,2024-10-08
AEIS,Advanced Energy Industries Inc,3980103428,2024-10-08
CRSP,CRISPR Therapeutics AG,3849600742,2024-10-08
ICUI,ICU Medical Inc,4351851959,2024-10-08
SMTC,Semtech Corp,3191896121,2024-10-08
MGEE,MGE Energy Inc,3216759961,2024-10-08
NYAX,Nayax Ltd. Ordinary Shares,917419340.2,2024-10-08
CARG,"CarGurus, Inc. Class A Common Stock",3123807554,2024-10-08
WDFC,Wd-40 Co,,2024-10-08
PTEN,Patterson-UTI Energy Inc,3219077903,2024-10-08
AVPT,"AvePoint, Inc. Class A Common Stock",2285509924,2024-10-08
IRDM,Iridium Communications Inc.,3494656123,2024-10-08
PENN,"PENN Entertainment, Inc. Common Stock",2819968610,2024-10-08
INDB,Independent Bank Corp/MA,2415452088,2024-10-08
SFNC,Simmons First National Corp,2670467941,2024-10-08
PLTK,Playtika Holding Corp. Common Stock,2823314720,2024-10-08
IDCC,"InterDigital, Inc.",3711917440,2024-10-09
FORTY,Formula Systems 1985 Ltd,1203001053,2024-10-09
SITM,SiTime Corporation Common Stock,4199667250,2024-10-09
NSIT,Insight Enterprises Inc,7323103018,2024-10-09
LOPE,"Grand Canyon Education, Inc",3977508593,2024-10-09
AEIS,Advanced Energy Industries Inc,4026063922,2024-10-09
CRSP,CRISPR Therapeutics AG,3866634373,2024-10-09
ICUI,ICU Medical Inc,4449064570,2024-10-09
SMTC,Semtech Corp,3094852850,2024-10-09
MGEE,MGE Energy Inc,3256553438,2024-10-09
NYAX,Nayax Ltd. Ordinary Shares,926684187.7,2024-10-09
CARG,"CarGurus, Inc. Class A Common Stock",3156885595,2024-10-09
WDFC,Wd-40 Co,,2024-10-09
PTEN,Patterson-UTI Energy Inc,3160120432,2024-10-09
AVPT,"AvePoint, Inc. Class A Common Stock",2304182391,2024-10-09
IRDM,Iridium Communications Inc.,3520700308,2024-10-09
PENN,"PENN Entertainment, Inc. Common Stock",2861169450,2024-10-09
INDB,Independent Bank Corp/MA,2460041129,2024-10-09
SFNC,Simmons First National Corp,2719432797,2024-10-09
PLTK,Playtika Holding Corp. Common Stock,2771237769,2024-10-09
IDCC,"InterDigital, Inc.",3814446878,2024-10-10
FORTY,Formula Systems 1985 Ltd,1137990545,2024-10-10
SITM,SiTime Corporation Common Stock,4186944490,2024-10-10
NSIT,Insight Enterprises Inc,7068604578,2024-10-10
LOPE,"Grand Canyon Education, Inc",3922195202,2024-10-10
AEIS,Advanced Energy Industries Inc,4047160542,2024-10-10
CRSP,CRISPR Therapeutics AG,3865782692,2024-10-10
ICUI,ICU Medical Inc,4324007141,2024-10-10
SMTC,Semtech Corp,3202427949,2024-10-10
MGEE,MGE Energy Inc,3243530118,2024-10-10
NYAX,Nayax Ltd. Ordinary Shares,909079164.4,2024-10-10
CARG,"CarGurus, Inc. Class A Common Stock",3133110753,2024-10-10
WDFC,Wd-40 Co,,2024-10-10
PTEN,Patterson-UTI Energy Inc,3171911926,2024-10-10
AVPT,"AvePoint, Inc. Class A Common Stock",2317253117,2024-10-10
IRDM,Iridium Communications Inc.,3488736990,2024-10-10
PENN,"PENN Entertainment, Inc. Common Stock",2816916696,2024-10-10
INDB,Independent Bank Corp/MA,2466835650,2024-10-10
SFNC,Simmons First National Corp,2713155252,2024-10-10
PLTK,Playtika Holding Corp. Common Stock,2741479511,2024-10-10
IDCC,"InterDigital, Inc.",3903154944,2024-10-11
FORTY,Formula Systems 1985 Ltd,1137990545,2024-10-11
SITM,SiTime Corporation Common Stock,4279473650,2024-10-11
NSIT,Insight Enterprises Inc,6987464870,2024-10-11
LOPE,"Grand Canyon Education, Inc",3969181846,2024-10-11
AEIS,Advanced Energy Industries Inc,4118361636,2024-10-11
CRSP,CRISPR Therapeutics AG,3990128202,2024-10-11
ICUI,ICU Medical Inc,4365285863,2024-10-11
SMTC,Semtech Corp,3310003048,2024-10-11
MGEE,MGE Energy Inc,3274641382,2024-10-11
NYAX,Nayax Ltd. Ordinary Shares,942802484,2024-10-11
CARG,"CarGurus, Inc. Class A Common Stock",3193064703,2024-10-11
WDFC,Wd-40 Co,,2024-10-11
PTEN,Patterson-UTI Energy Inc,3258382883,2024-10-11
AVPT,"AvePoint, Inc. Class A Common Stock",2334058338,2024-10-11
IRDM,Iridium Communications Inc.,3498207603,2024-10-11
PENN,"PENN Entertainment, Inc. Common Stock",2826072438,2024-10-11
INDB,Independent Bank Corp/MA,2562808254,2024-10-11
SFNC,Simmons First National Corp,2797274364,2024-10-11
PLTK,Playtika Holding Corp. Common Stock,2786116898,2024-10-11
IDCC,"InterDigital, Inc.",3916725017,2024-10-14
FORTY,Formula Systems 1985 Ltd,1137990545,2024-10-14
SITM,SiTime Corporation Common Stock,4282712171,2024-10-14
NSIT,Insight Enterprises Inc,7146159800,2024-10-14
LOPE,"Grand Canyon Education, Inc",3973642603,2024-10-14
AEIS,Advanced Energy Industries Inc,4185418750,2024-10-14
CRSP,CRISPR Therapeutics AG,4073167156,2024-10-14
ICUI,ICU Medical Inc,4403877804,2024-10-14
SMTC,Semtech Corp,3413816780,2024-10-14
MGEE,MGE Energy Inc,3281153042,2024-10-14
NYAX,Nayax Ltd. Ordinary Shares,944252949.4,2024-10-14
CARG,"CarGurus, Inc. Class A Common Stock",3216839546,2024-10-14
WDFC,Wd-40 Co,,2024-10-14
PTEN,Patterson-UTI Energy Inc,3242660891,2024-10-14
AVPT,"AvePoint, Inc. Class A Common Stock",2304182391,2024-10-14
IRDM,Iridium Communications Inc.,3555031280,2024-10-14
PENN,"PENN Entertainment, Inc. Common Stock",2819968610,2024-10-14
INDB,Independent Bank Corp/MA,2581917843,2024-10-14
SFNC,Simmons First National Corp,2846239220,2024-10-14
PLTK,Playtika Holding Corp. Common Stock,2789836680,2024-10-14
IDCC,"InterDigital, Inc.",3863701215,2024-10-15
FORTY,Formula Systems 1985 Ltd,1137990545,2024-10-15
SITM,SiTime Corporation Common Stock,4051851916,2024-10-15
NSIT,Insight Enterprises Inc,7182004651,2024-10-15
LOPE,"Grand Canyon Education, Inc",3997730692,2024-10-15
AEIS,Advanced Energy Industries Inc,4017022514,2024-10-15
CRSP,CRISPR Therapeutics AG,4092329992,2024-10-15
ICUI,ICU Medical Inc,4384337581,2024-10-15
SMTC,Semtech Corp,3320534876,2024-10-15
MGEE,MGE Energy Inc,3324564107,2024-10-15
NYAX,Nayax Ltd. Ordinary Shares,928297830.4,2024-10-15
CARG,"CarGurus, Inc. Class A Common Stock",3250951276,2024-10-15
WDFC,Wd-40 Co,,2024-10-15
PTEN,Patterson-UTI Energy Inc,3101162961,2024-10-15
AVPT,"AvePoint, Inc. Class A Common Stock",2292978911,2024-10-15
IRDM,Iridium Communications Inc.,3559766586,2024-10-15
PENN,"PENN Entertainment, Inc. Common Stock",2824546481,2024-10-15
INDB,Independent Bank Corp/MA,2677041132,2024-10-15
SFNC,Simmons First National Corp,2893948568,2024-10-15
PLTK,Playtika Holding Corp. Common Stock,2789836680,2024-10-15
IDCC,"InterDigital, Inc.",3940849590,2024-10-16
FORTY,Formula Systems 1985 Ltd,1179848726,2024-10-16
SITM,SiTime Corporation Common Stock,3986618859,2024-10-16
NSIT,Insight Enterprises Inc,7287258168,2024-10-16
LOPE,"Grand Canyon Education, Inc",3968735770,2024-10-16
AEIS,Advanced Energy Industries Inc,4171856637,2024-10-16
CRSP,CRISPR Therapeutics AG,4173239742,2024-10-16
ICUI,ICU Medical Inc,4490099039,2024-10-16
SMTC,Semtech Corp,3386734937,2024-10-16
MGEE,MGE Energy Inc,,2024-10-16
NYAX,Nayax Ltd. Ordinary Shares,941863307.7,2024-10-16
CARG,"CarGurus, Inc. Class A Common Stock",3270591363,2024-10-16
WDFC,Wd-40 Co,,2024-10-16
PTEN,Patterson-UTI Energy Inc,3164050930,2024-10-16
AVPT,"AvePoint, Inc. Class A Common Stock",2268704704,2024-10-16
IRDM,Iridium Communications Inc.,3575156332,2024-10-16
PENN,"PENN Entertainment, Inc. Common Stock",2859643493,2024-10-16
INDB,Independent Bank Corp/MA,2728000037,2024-10-16
SFNC,Simmons First National Corp,2925336296,2024-10-16
PLTK,Playtika Holding Corp. Common Stock,2815875156,2024-10-16
IDCC,"InterDigital, Inc.",3912452957,2024-10-17
FORTY,Formula Systems 1985 Ltd,1195948026,2024-10-17
SITM,SiTime Corporation Common Stock,4001886170,2024-10-17
NSIT,Insight Enterprises Inc,7243592622,2024-10-17
LOPE,"Grand Canyon Education, Inc",3963828937,2024-10-17
AEIS,Advanced Energy Industries Inc,4183535123,2024-10-17
CRSP,CRISPR Therapeutics AG,4112770350,2024-10-17
ICUI,ICU Medical Inc,4409007112,2024-10-17
SMTC,Semtech Corp,3306993954,2024-10-17
MGEE,MGE Energy Inc,,2024-10-17
NYAX,Nayax Ltd. Ordinary Shares,956400596.8,2024-10-17
CARG,"CarGurus, Inc. Class A Common Stock",3250951276,2024-10-17
WDFC,Wd-40 Co,,2024-10-17
PTEN,Patterson-UTI Energy Inc,3132606946,2024-10-17
AVPT,"AvePoint, Inc. Class A Common Stock",2274306444,2024-10-17
IRDM,Iridium Communications Inc.,3974105896,2024-10-17
PENN,"PENN Entertainment, Inc. Common Stock",2865747321,2024-10-17
INDB,Independent Bank Corp/MA,2764095928,2024-10-17
SFNC,Simmons First National Corp,2925336296,2024-10-17
PLTK,Playtika Holding Corp. Common Stock,2819594938,2024-10-17
IDCC,"InterDigital, Inc.",3874255716,2024-10-18
FORTY,Formula Systems 1985 Ltd,1195948026,2024-10-18
SITM,SiTime Corporation Common Stock,4047456781,2024-10-18
NSIT,Insight Enterprises Inc,7227625370,2024-10-18
LOPE,"Grand Canyon Education, Inc",3929629797,2024-10-18
AEIS,Advanced Energy Industries Inc,4161685052,2024-10-18
CRSP,CRISPR Therapeutics AG,4166426289,2024-10-18
ICUI,ICU Medical Inc,4419509982,2024-10-18
SMTC,Semtech Corp,3300975767,2024-10-18
MGEE,MGE Energy Inc,,2024-10-18
NYAX,Nayax Ltd. Ordinary Shares,967279087,2024-10-18
CARG,"CarGurus, Inc. Class A Common Stock",3264389230,2024-10-18
WDFC,Wd-40 Co,3404080976,2024-10-18
PTEN,Patterson-UTI Energy Inc,3136537444,2024-10-18
AVPT,"AvePoint, Inc. Class A Common Stock",2266837457,2024-10-18
IRDM,Iridium Communications Inc.,3597589911,2024-10-18
PENN,"PENN Entertainment, Inc. Common Stock",2897792419,2024-10-18
INDB,Independent Bank Corp/MA,2615540701,2024-10-18
SFNC,Simmons First National Corp,2922911041,2024-10-18
PLTK,Playtika Holding Corp. Common Stock,2812155373,2024-10-18
IDCC,"InterDigital, Inc.",3899134182,2024-10-21
FORTY,Formula Systems 1985 Ltd,1195948026,2024-10-21
SITM,SiTime Corporation Common Stock,4259811204,2024-10-21
NSIT,Insight Enterprises Inc,7225018472,2024-10-21
LOPE,"Grand Canyon Education, Inc",3923682121,2024-10-21
AEIS,Advanced Energy Industries Inc,4094627938,2024-10-21
CRSP,CRISPR Therapeutics AG,4131507345,2024-10-21
ICUI,ICU Medical Inc,4370415171,2024-10-21
SMTC,Semtech Corp,3306241681,2024-10-21
MGEE,MGE Energy Inc,,2024-10-21
NYAX,Nayax Ltd. Ordinary Shares,960933301,2024-10-21
CARG,"CarGurus, Inc. Class A Common Stock",3272658741,2024-10-21
WDFC,Wd-40 Co,3502579160,2024-10-21
PTEN,Patterson-UTI Energy Inc,3105093460,2024-10-21
AVPT,"AvePoint, Inc. Class A Common Stock",2251899484,2024-10-21
IRDM,Iridium Communications Inc.,3384694559,2024-10-21
PENN,"PENN Entertainment, Inc. Common Stock",2807760954,2024-10-21
INDB,Independent Bank Corp/MA,2649525313,2024-10-21
SFNC,Simmons First National Corp,2858878196,2024-10-21
PLTK,Playtika Holding Corp. Common Stock,2793556462,2024-10-21
IDCC,"InterDigital, Inc.",3845105190,2024-10-22
FORTY,Formula Systems 1985 Ltd,1257125367,2024-10-22
SITM,SiTime Corporation Common Stock,4287107306,2024-10-22
NSIT,Insight Enterprises Inc,7055244224,2024-10-22
LOPE,"Grand Canyon Education, Inc",3932306252,2024-10-22
AEIS,Advanced Energy Industries Inc,4020036317,2024-10-22
CRSP,CRISPR Therapeutics AG,4091478310,2024-10-22
ICUI,ICU Medical Inc,4390932406,2024-10-22
SMTC,Semtech Corp,3315268962,2024-10-22
MGEE,MGE Energy Inc,,2024-10-22
NYAX,Nayax Ltd. Ordinary Shares,955494055.9,2024-10-22
CARG,"CarGurus, Inc. Class A Common Stock",3311938915,2024-10-22
WDFC,Wd-40 Co,3575064068,2024-10-22
PTEN,Patterson-UTI Energy Inc,3089371467,2024-10-22
AVPT,"AvePoint, Inc. Class A Common Stock",2250032237,2024-10-22
IRDM,Iridium Communications Inc.,3289062422,2024-10-22
PENN,"PENN Entertainment, Inc. Common Stock",2881006892,2024-10-22
INDB,Independent Bank Corp/MA,2641029160,2024-10-22
SFNC,Simmons First National Corp,2901566760,2024-10-22
PLTK,Playtika Holding Corp. Common Stock,2879111454,2024-10-22
IDCC,"InterDigital, Inc.",3781526887,2024-10-23
FORTY,Formula Systems 1985 Ltd,1257125367,2024-10-23
SITM,SiTime Corporation Common Stock,4170983210,2024-10-23
NSIT,Insight Enterprises Inc,6875694108,2024-10-23
LOPE,"Grand Canyon Education, Inc",4000704530,2024-10-23
AEIS,Advanced Energy Industries Inc,3993288816,2024-10-23
CRSP,CRISPR Therapeutics AG,3917735268,2024-10-23
ICUI,ICU Medical Inc,4340372078,2024-10-23
SMTC,Semtech Corp,3370184922,2024-10-23
MGEE,MGE Energy Inc,,2024-10-23
NYAX,Nayax Ltd. Ordinary Shares,954406206.9,2024-10-23
CARG,"CarGurus, Inc. Class A Common Stock",3263355542,2024-10-23
WDFC,Wd-40 Co,3577418189,2024-10-23
PTEN,Patterson-UTI Energy Inc,3065788479,2024-10-23
AVPT,"AvePoint, Inc. Class A Common Stock",2190280344,2024-10-23
IRDM,Iridium Communications Inc.,3390386948,2024-10-23
PENN,"PENN Entertainment, Inc. Common Stock",2841332008,2024-10-23
INDB,Independent Bank Corp/MA,2665243196,2024-10-23
SFNC,Simmons First National Corp,2925422133,2024-10-23
PLTK,Playtika Holding Corp. Common Stock,2830754285,2024-10-23
IDCC,"InterDigital, Inc.",3702870725,2024-10-24
FORTY,Formula Systems 1985 Ltd,1257125367,2024-10-24
SITM,SiTime Corporation Common Stock,4190414334,2024-10-24
NSIT,Insight Enterprises Inc,6864940653,2024-10-24
LOPE,"Grand Canyon Education, Inc",3967694926,2024-10-24
AEIS,Advanced Energy Industries Inc,4044146740,2024-10-24
CRSP,CRISPR Therapeutics AG,4083813176,2024-10-24
ICUI,ICU Medical Inc,4286147959,2024-10-24
SMTC,Semtech Corp,3318278056,2024-10-24
MGEE,MGE Energy Inc,,2024-10-24
NYAX,Nayax Ltd. Ordinary Shares,966666265.3,2024-10-24
CARG,"CarGurus, Inc. Class A Common Stock",3323309492,2024-10-24
WDFC,Wd-40 Co,3627926422,2024-10-24
PTEN,Patterson-UTI Energy Inc,3132606946,2024-10-24
AVPT,"AvePoint, Inc. Class A Common Stock",2255633977,2024-10-24
IRDM,Iridium Communications Inc.,3294754811,2024-10-24
PENN,"PENN Entertainment, Inc. Common Stock",2928311560,2024-10-24
INDB,Independent Bank Corp/MA,2667792042,2024-10-24
SFNC,Simmons First National Corp,2944255323,2024-10-24
PLTK,Playtika Holding Corp. Common Stock,2827034502,2024-10-24
IDCC,"InterDigital, Inc.",3701362940,2024-10-25
FORTY,Formula Systems 1985 Ltd,1257585347,2024-10-25
SITM,SiTime Corporation Common Stock,4139060650,2024-10-25
NSIT,Insight Enterprises Inc,6815083724,2024-10-25
LOPE,"Grand Canyon Education, Inc",3958922104,2024-10-25
AEIS,Advanced Energy Industries Inc,4035858782,2024-10-25
CRSP,CRISPR Therapeutics AG,4033563963,2024-10-25
ICUI,ICU Medical Inc,4288101981,2024-10-25
SMTC,Semtech Corp,3420587241,2024-10-25
MGEE,MGE Energy Inc,,2024-10-25
NYAX,Nayax Ltd. Ordinary Shares,967097778.8,2024-10-25
CARG,"CarGurus, Inc. Class A Common Stock",3259220786,2024-10-25
WDFC,Wd-40 Co,3609916784,2024-10-25
PTEN,Patterson-UTI Energy Inc,3211216907,2024-10-25
AVPT,"AvePoint, Inc. Class A Common Stock",2233227017,2024-10-25
IRDM,Iridium Communications Inc.,3305001111,2024-10-25
PENN,"PENN Entertainment, Inc. Common Stock",3038180467,2024-10-25
INDB,Independent Bank Corp/MA,2627435315,2024-10-25
SFNC,Simmons First National Corp,2886500208,2024-10-25
PLTK,Playtika Holding Corp. Common Stock,2838193849,2024-10-25
IDCC,"InterDigital, Inc.",3656631960,2024-10-28
FORTY,Formula Systems 1985 Ltd,1281197655,2024-10-28
SITM,SiTime Corporation Common Stock,4206838259,2024-10-28
NSIT,Insight Enterprises Inc,6739809537,2024-10-28
LOPE,"Grand Canyon Education, Inc",3967100159,2024-10-28
AEIS,Advanced Energy Industries Inc,4082572726,2024-10-28
CRSP,CRISPR Therapeutics AG,4233709134,2024-10-28
ICUI,ICU Medical Inc,4241205446,2024-10-28
SMTC,Semtech Corp,3382973570,2024-10-28
MGEE,MGE Energy Inc,,2024-10-28
NYAX,Nayax Ltd. Ordinary Shares,1009161274,2024-10-28
CARG,"CarGurus, Inc. Class A Common Stock",3265422919,2024-10-28
WDFC,Wd-40 Co,3572678811,2024-10-28
PTEN,Patterson-UTI Energy Inc,3136537444,2024-10-28
AVPT,"AvePoint, Inc. Class A Common Stock",2235094264,2024-10-28
IRDM,Iridium Communications Inc.,3386971515,2024-10-28
PENN,"PENN Entertainment, Inc. Common Stock",3035128553,2024-10-28
INDB,Independent Bank Corp/MA,2705599923,2024-10-28
SFNC,Simmons First National Corp,2960577421,2024-10-28
PLTK,Playtika Holding Corp. Common Stock,2942347752,2024-10-28
IDCC,"InterDigital, Inc.",3760166587,2024-10-29
FORTY,Formula Systems 1985 Ltd,1286870741,2024-10-29
SITM,SiTime Corporation Common Stock,4321343095,2024-10-29
NSIT,Insight Enterprises Inc,6854187198,2024-10-29
LOPE,"Grand Canyon Education, Inc",4054233618,2024-10-29
AEIS,Advanced Energy Industries Inc,4182028221,2024-10-29
CRSP,CRISPR Therapeutics AG,4168129653,2024-10-29
